note,source_pdf,source_exists,evidence_total,exact_ref_page,exact_other_page,fuzzy_ref_page,fuzzy_other_page,not_found,invalid_page,skipped
papers/notes/pending-ref-069-principal-manifolds-and-nonlinear-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-069-2004-principal-manifolds-and-nonlinear-dimensionality-reduction-via-tangent-space-alignmen.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-070-interpreting-high-dimensional-projections-with-capacity.md,papers/raw/pending-references/pending-ref-070-2024-interpreting-high-dimensional-projections-with-capacity.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-072-piecewise-laplacian-based-projection-for-interactive-data.md,papers/raw/pending-references/pending-ref-072-2011-piecewise-laplacian-based-projection-for-interactive-data-exploration-and-organizatio.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-073-trustworthiness-and-metrics-in-visualizing-similarity-of-g.md,papers/raw/pending-references/pending-ref-073-2003-trustworthiness-and-metrics-in-visualizing-similarity-of-gene-expression.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-077-assessing-single-cell-transcriptomic-variability-through-d.md,papers/raw/pending-references/pending-ref-077-2020-assessing-single-cell-transcriptomic-variability-through-density-preserving-data-visu.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-079-adaptive-manifold-learning.md,papers/raw/pending-references/pending-ref-079-2012-adaptive-manifold-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-080-ipca-an-interactive-system-for-pca-based-visual-analytics.md,papers/raw/pending-references/pending-ref-080-2009-ipca-an-interactive-system-for-pca-based-visual-analytics.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-082-learning-a-kernel-matrix-for-nonlinear-dimensionality-redu.md,papers/raw/pending-references/pending-ref-082-2004-learning-a-kernel-matrix-for-nonlinear-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-083-locality-preserving-projections.md,papers/raw/pending-references/pending-ref-083-2004-locality-preserving-projections.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-086-understanding-attribute-variability-in-multidimensional-pr.md,papers/raw/pending-references/pending-ref-086-2016-understanding-attribute-variability-in-multidimensional-projections.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-087-explaining-three-dimensional-dimensionality-reduction-plot.md,papers/raw/pending-references/pending-ref-087-2016-explaining-three-dimensional-dimensionality-reduction-plots.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-088-global-versus-local-methods-in-nonlinear-dimensionality-re.md,papers/raw/pending-references/pending-ref-088-2002-global-versus-local-methods-in-nonlinear-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-089-a-new-method-of-generalizing-sammon-mapping-with-applicati.md,papers/raw/pending-references/pending-ref-089-1999-a-new-method-of-generalizing-sammon-mapping-with-application-to-algorithm-speed-up.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-090-a-survey-of-visualizations-for-high-dimensional-data-minin.md,papers/raw/pending-references/pending-ref-090-2002-a-survey-of-visualizations-for-high-dimensional-data-mining.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-091-guided-stable-dynamic-projections.md,papers/raw/pending-references/pending-ref-091-2021-guided-stable-dynamic-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-092-dd-hds-a-method-for-visualization-and-exploration-of-high.md,papers/raw/pending-references/pending-ref-092-2007-dd-hds-a-method-for-visualization-and-exploration-of-high-dimensional-data.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-098-interpreting-distortions-in-dimensionality-reduction-by-su.md,papers/raw/pending-references/pending-ref-098-2019-interpreting-distortions-in-dimensionality-reduction-by-superimposing-neighbourhood-g.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-099-clams-a-cluster-ambiguity-measure-for-estimating-perceptua.md,papers/raw/pending-references/pending-ref-099-2024-clams-a-cluster-ambiguity-measure-for-estimating-perceptual-variability-in-visual-clu.pdf,True,12,12,0,0,0,0,0,0
papers/notes/pending-ref-100-a-new-embedding-quality-assessment-method-for-manifold-lea.md,papers/raw/pending-references/pending-ref-100-2012-a-new-embedding-quality-assessment-method-for-manifold-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-101-trimap-large-scale-dimensionality-reduction-using-triplets.md,papers/raw/pending-references/pending-ref-101-2022-trimap-large-scale-dimensionality-reduction-using-triplets.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-102-combining-automated-analysis-and-visualization-techniques.md,papers/raw/pending-references/pending-ref-102-2009-combining-automated-analysis-and-visualization-techniques-for-effective-exploration-o.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-104-implicit-multidimensional-projection-of-local-subspaces.md,papers/raw/pending-references/pending-ref-104-2021-implicit-multidimensional-projection-of-local-subspaces.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-105-projection-inspector-assessment-and-synthesis-of-multidime.md,papers/raw/pending-references/pending-ref-105-2015-projection-inspector-assessment-and-synthesis-of-multidimensional-projections.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-108-dimred-and-coranking-unifying-dimensionality-reduction-in.md,papers/raw/pending-references/pending-ref-108-2018-dimred-and-coranking-unifying-dimensionality-reduction-in-r.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-109-evaluating-multi-dimensional-visualizations-for-understand.md,papers/raw/pending-references/pending-ref-109-2018-evaluating-multi-dimensional-visualizations-for-understanding-fuzzy-clusters.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-110-comparing-and-exploring-high-dimensional-data-with-dimensi.md,papers/raw/pending-references/pending-ref-110-2020-comparing-and-exploring-high-dimensional-data-with-dimensionality-reduction-algorithm.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-111-the-art-of-seeing-the-elephant-in-the-room-2d-embeddings-o.md,papers/raw/pending-references/pending-ref-111-2024-the-art-of-seeing-the-elephant-in-the-room-2d-embeddings-of-single-cell-data-do-make.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-113-t-visne-interactive-assessment-and-interpretation-of-t-sne.md,papers/raw/pending-references/pending-ref-113-2020-t-visne-interactive-assessment-and-interpretation-of-t-sne-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-114-dimensionality-reduction-and-topic-modeling-from-latent-se.md,papers/raw/pending-references/pending-ref-114-2012-dimensionality-reduction-and-topic-modeling-from-latent-semantic-indexing-to-latent-d.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-117-random-projection-for-high-dimensional-data-clustering-a-c.md,papers/raw/pending-references/pending-ref-117-2003-random-projection-for-high-dimensional-data-clustering-a-cluster-ensemble-approach.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-118-understanding-bias-in-perceiving-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-118-2025-understanding-bias-in-perceiving-dimensionality-reduction-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-120-how-can-we-improve-data-quality-for-machine-learning-a-vis.md,papers/raw/pending-references/pending-ref-120-2023-how-can-we-improve-data-quality-for-machine-learning-a-visual-analytics-system-using.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-121-understanding-how-dimension-reduction-tools-work-an-empiri.md,papers/raw/pending-references/pending-ref-121-2021-understanding-how-dimension-reduction-tools-work-an-empirical-approach-to-deciphering.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-122-pive-per-iteration-visualization-environment-for-real-time.md,papers/raw/pending-references/pending-ref-122-2017-pive-per-iteration-visualization-environment-for-real-time-interactions-with-dimensio.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-123-hierarchical-stochastic-neighbor-embedding.md,papers/raw/pending-references/pending-ref-123-2016-hierarchical-stochastic-neighbor-embedding.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-125-a-methodology-to-compare-dimensionality-reduction-algorith.md,papers/raw/pending-references/pending-ref-125-2014-a-methodology-to-compare-dimensionality-reduction-algorithms-in-terms-of-loss-of-qual.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-126-quality-metrics-in-highdimensional-data-visualization-an-o.md,papers/raw/pending-references/pending-ref-126-2011-quality-metrics-in-highdimensional-data-visualization-an-overview-and-systematization.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-127-interactive-dimensionality-reduction-through-user-defined.md,papers/raw/pending-references/pending-ref-127-2009-interactive-dimensionality-reduction-through-user-defined-combinations-of-quality-met.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-129-ens-t-sne-embedding-neighborhoods-simultaneously-t-sne.md,papers/raw/pending-references/pending-ref-129-2024-ens-t-sne-embedding-neighborhoods-simultaneously-t-sne.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-130-mountaineer-topology-driven-visual-analytics-for-comparing.md,papers/raw/pending-references/pending-ref-130-2024-mountaineer-topology-driven-visual-analytics-for-comparing-local-explanations.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-132-doubly-supervised-embedding-based-on-class-labels-and-intr.md,papers/raw/pending-references/pending-ref-132-2015-doubly-supervised-embedding-based-on-class-labels-and-intrinsic-clusters-for-highdime.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-133-semi-random-projection-for-dimensionality-reduction-and-ex.md,papers/raw/pending-references/pending-ref-133-2015-semi-random-projection-for-dimensionality-reduction-and-extreme-learning-machine-in-h.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-136-survey-and-comparison-of-quality-measures-for-selforganizi.md,papers/raw/pending-references/pending-ref-136-2004-survey-and-comparison-of-quality-measures-for-selforganizing-maps.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-138-distortionaware-brushing-for-interactive-cluster-analysis.md,papers/raw/pending-references/pending-ref-138-2022-distortionaware-brushing-for-interactive-cluster-analysis-in-multidimensional-project.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-140-visual-analytics-using-multidimensional-projections.md,papers/raw/pending-references/pending-ref-140-2013-visual-analytics-using-multidimensional-projections.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-142-umato-bridging-local-and-global-structures-for-reliable-vi.md,papers/raw/pending-references/pending-ref-142-2025-umato-bridging-local-and-global-structures-for-reliable-visual-analytics-with-dimensi.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-143-v-a-embeddings-star-a-state-of-the-art-report-on-the-use-o.md,papers/raw/pending-references/pending-ref-143-2023-v-a-embeddings-star-a-state-of-the-art-report-on-the-use-of-embeddings-in-visual-anal.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-144-a-survey-of-visual-analytics-techniques-for-machine-learni.md,papers/raw/pending-references/pending-ref-144-2021-a-survey-of-visual-analytics-techniques-for-machine-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-145-deep-learning-multidimensional-projections.md,papers/raw/pending-references/pending-ref-145-2020-deep-learning-multidimensional-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-146-progressive-uniform-manifold-approximation-and-projection.md,papers/raw/pending-references/pending-ref-146-2020-progressive-uniform-manifold-approximation-and-projection.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-147-t-distributed-stochastic-neighbor-embedding-t-sne-a-tool-f.md,papers/raw/pending-references/pending-ref-147-2020-t-distributed-stochastic-neighbor-embedding-t-sne-a-tool-for-eco-physiological-transc.pdf,True,10,10,0,0,0,0,0,0
papers/notes/pending-ref-148-with-respect-to-what-simultaneous-interaction-with-dimensi.md,papers/raw/pending-references/pending-ref-148-2020-with-respect-to-what-simultaneous-interaction-with-dimension-reduction-and-clustering.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-153-user-centered-multidimensional-projection-techniques.md,papers/raw/pending-references/pending-ref-153-2012-user-centered-multidimensional-projection-techniques.pdf,True,8,6,0,2,0,0,0,0
papers/notes/pending-ref-154-recent-advances-in-nonlinear-dimensionality-reduction-mani.md,papers/raw/pending-references/pending-ref-154-2010-recent-advances-in-nonlinear-dimensionality-reduction-manifold-and-topological-learni.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-155-fast-stochastic-neighbor-embedding-a-trust-region-algorith.md,papers/raw/pending-references/pending-ref-155-2004-fast-stochastic-neighbor-embedding-a-trust-region-algorithm.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-158-loch-a-neighborhood-based-multidimensional-projection-tech.md,papers/raw/pending-references/pending-ref-158-2015-loch-a-neighborhood-based-multidimensional-projection-technique-for-highdimensional-s.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-159-orthogonal-neighborhood-preserving-projections-a-projectio.md,papers/raw/pending-references/pending-ref-159-2007-orthogonal-neighborhood-preserving-projections-a-projection-based-dimensionality-redu.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-161-steering-distortions-to-preserve-classes-and-neighbors-in.md,papers/raw/pending-references/pending-ref-161-2020-steering-distortions-to-preserve-classes-and-neighbors-in-supervised-dimensionality-r.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-162-rank-based-quality-assessment-of-nonlinear-dimensionality.md,papers/raw/pending-references/pending-ref-162-2008-rank-based-quality-assessment-of-nonlinear-dimensionality-reduction.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-164-neighborhoodpreserving-embedding.md,papers/raw/pending-references/pending-ref-164-2005-neighborhoodpreserving-embedding.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-166-projection-ensemble-visualizing-the-robust-structures-of-m.md,papers/raw/pending-references/pending-ref-166-2023-projection-ensemble-visualizing-the-robust-structures-of-multidimensional-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-167-a-survey-of-perception-based-visualization-studies-by-task.md,papers/raw/pending-references/pending-ref-167-2022-a-survey-of-perception-based-visualization-studies-by-task.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-168-visexpres-a-visual-interactive-toolkit-for-user-driven-eva.md,papers/raw/pending-references/pending-ref-168-2022-visexpres-a-visual-interactive-toolkit-for-user-driven-evaluations-of-embeddings.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-169-horopca-hyperbolic-dimensionality-reduction-via-horospheri.md,papers/raw/pending-references/pending-ref-169-2021-horopca-hyperbolic-dimensionality-reduction-via-horospherical-projections.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-170-using-multiple-attribute-based-explanations-of-multidimens.md,papers/raw/pending-references/pending-ref-170-2021-using-multiple-attribute-based-explanations-of-multidimensional-projections-to-explor.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-171-solarview-low-distortion-radial-embedding-with-a-focus.md,papers/raw/pending-references/pending-ref-171-2019-solarview-low-distortion-radial-embedding-with-a-focus.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-173-random-projection-based-dimensionality-reduction-method-fo.md,papers/raw/pending-references/pending-ref-173-2015-random-projection-based-dimensionality-reduction-method-for-hyperspectral-target-dete.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-175-ilamp-exploring-highdimensional-spacing-through-backward-m.md,papers/raw/pending-references/pending-ref-175-2012-ilamp-exploring-highdimensional-spacing-through-backward-multidimensional-projection.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-176-learning-linear-discriminant-projections-for-dimensionalit.md,papers/raw/pending-references/pending-ref-176-2011-learning-linear-discriminant-projections-for-dimensionality-reduction-of-image-descri.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-177-maximal-linear-embedding-for-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-177-2011-maximal-linear-embedding-for-dimensionality-reduction.pdf,True,8,7,0,1,0,0,0,0
papers/notes/pending-ref-181-data-visualization-and-dimensionality-reduction-using-kern.md,papers/raw/pending-references/pending-ref-181-2007-data-visualization-and-dimensionality-reduction-using-kernel-maps-with-a-reference-po.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-183-vizrank-data-visualization-guided-by-machine-learning.md,papers/raw/pending-references/pending-ref-183-2006-vizrank-data-visualization-guided-by-machine-learning.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-184-principal-manifolds-and-nonlinear-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-184-2004-principal-manifolds-and-nonlinear-dimensionality-reduction-via-tangent-space-alignmen.pdf,True,8,8,0,0,0,0,0,0
papers/notes/pending-ref-186-a-survey-of-dimension-reduction-techniques-lawrence-liverm.md,papers/raw/pending-references/pending-ref-186-2002-a-survey-of-dimension-reduction-techniques-lawrence-livermore-natl.pdf,True,8,8,0,0,0,0,0,0
papers/notes/zadu-ref-01-1-s2-0-s0893608006000724-main.md,papers/raw/zadu-table1-references/1-s2.0-S0893608006000724-main.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-02-1-s2-0-s0925231209000101-main.md,papers/raw/zadu-table1-references/1-s2.0-S0925231209000101-main.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-03-2408-07724v2.md,papers/raw/zadu-table1-references/2408.07724v2.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-04-2510-08660v1.md,papers/raw/zadu-table1-references/2510.08660v1.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-05-computer-graphics-forum-2009-sips-selecting-good-views-of-high-e2-80-90dimension.md,papers/raw/zadu-table1-references/Computer Graphics Forum - 2009 - Sips - Selecting good views of high%E2%80%90dimensional data using class consistency.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-06-least-square-projection-a-fast-high-precision-multidimensional-projection-techni.md,papers/raw/zadu-table1-references/Least_Square_Projection_A_Fast_High-Precision_Multidimensional_Projection_Technique_and_Its_Application_to_Document_Mapping.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-07-local-multidimensional-scaling-for-nonlinear-dimension-reduction-graph-drawing-a.md,papers/raw/zadu-table1-references/Local Multidimensional Scaling for Nonlinear Dimension Reduction  Graph Drawing  and Proximity Analysis.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-08-local-affine-multidimensional-projection-1.md,papers/raw/zadu-table1-references/Local_Affine_Multidimensional_Projection (1).pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-09-supervised-nonlinear-dimensionality-reduction-for-visualization-and-classificati.md,papers/raw/zadu-table1-references/Supervised_nonlinear_dimensionality_reduction_for_visualization_and_classification.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-10-download-2.md,papers/raw/zadu-table1-references/download (2).pdf,True,12,11,0,1,0,0,0,0
papers/notes/zadu-ref-11-jeon23tvcg-4.md,papers/raw/zadu-table1-references/jeon23tvcg (4).pdf,True,12,10,0,2,0,0,0,0
papers/notes/zadu-ref-12-kruskal-1964a.md,papers/raw/zadu-table1-references/kruskal_1964a.pdf,True,14,13,0,1,0,0,0,0
papers/notes/zadu-ref-13-ref03-geometric-inference-for-probability-measures.md,papers/raw/zadu-table1-references/ref03_geometric_inference_for_probability_measures.pdf,True,12,11,0,1,0,0,0,0
papers/notes/zadu-ref-14-ref06-steering-distortions-to-preserve-classes-and-neighbors-in-supervised-dimen.md,papers/raw/zadu-table1-references/ref06_steering_distortions_to_preserve_classes_and_neighbors_in_supervised_dimensionality_reduct.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-15-ref10-feature-learning-for-nonlinear-dimensionality-reduction-toward-maximal-ext.md,papers/raw/zadu-table1-references/ref10_feature_learning_for_nonlinear_dimensionality_reduction_toward_maximal_extraction_of_hid.pdf,True,14,14,0,0,0,0,0,0
papers/notes/zadu-ref-16-ref12-local-procrustes-for-manifold-embedding-a-measure-of-embedding-quality-and.md,papers/raw/zadu-table1-references/ref12_local_procrustes_for_manifold_embedding_a_measure_of_embedding_quality_and_embedding_algor.pdf,True,12,11,0,1,0,0,0,0
papers/notes/zadu-ref-17-ref13-stochastic-neighbor-embedding.md,papers/raw/zadu-table1-references/ref13_stochastic_neighbor_embedding.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-18-ref18-measuring-and-explaining-the-inter-cluster-reliability-of-multidimensional.md,papers/raw/zadu-table1-references/ref18_measuring_and_explaining_the_inter_cluster_reliability_of_multidimensional_projections.pdf,True,12,12,0,0,0,0,0,0
papers/notes/zadu-ref-19-ref42-a-comparison-for-dimensionality-reduction-methods-of-single-cell-rna-seq-d.md,papers/raw/zadu-table1-references/ref42_a_comparison_for_dimensionality_reduction_methods_of_single_cell_rna_seq_data.pdf,True,14,14,0,0,0,0,0,0
